Step,#Calls,Payoff Per Call,Happiness Per Call,Avg Payoff in Window,Avg Happiness in Window,Expected Payoff for perfect agents,Expected Payoff for selfish agents,Expected Payoff for generous agents,Avg Expected Payoff for perfect agents in Window,Avg Expected Payoff for selfish agents in Window,Avg Expected Payoff for generous agents in Window,Expected Callee Payoff for perfect agents,Expected Callee Payoff for selfish agents,Expected Callee Payoff for generous agents,Avg Expected Callee Payoff for perfect agents in Window,Avg Expected Callee Payoff for selfish agents in Window,Avg Expected Callee Payoff for generous agents in Window,Avg time to decide,Avg time for feedbacks,Avg time to decide in Window,Avg time for feedbacks in Window
12,64,0.43109375000000033,0.09374999999999684,0.4683814102564106,0.08653846153845798,0.0047568965517241,0.0,0.0,0.005130243988063873,0.0,0.0,0.3046875,0.0,0.0,0.36338141025641024,0.0,0.0,999.3125,8286.71875,2202.756259472452,15905.917201760034
13,48,0.44229166666666675,0.10416666666666662,0.4665178571428575,0.08779761904761575,0.0053168044077135015,0.0,0.0,0.0051424634614438075,0.0,0.0,0.3541666666666667,0.0,0.0,0.3627232142857143,0.0,0.0,940.7291666666666,7407.895833333333,2097.58733507197,15197.748754391143
14,68,0.3395588235294121,0.01470588235294089,0.4548513513513517,0.08108108108107806,0.004419984686064339,0.0,0.0,0.005085439738921524,0.0,0.0,0.3161764705882353,0.0,0.0,0.3584459459459459,0.0,0.0,962.3823529411765,9147.35294117647,2010.2638749080625,14732.33369183617
15,40,0.4200000000000001,0.09999999999999629,0.4530641025641029,0.08205128205127898,0.003869184707508017,0.0,0.0,0.005010563030810004,0.0,0.0,0.34375,0.0,0.0,0.3576923076923077,0.0,0.0,1184.025,12392.9,1951.2468124146294,14565.231285276443
16,49,0.8657142857142863,0.6530612244897965,0.4774547647768399,0.11580217129070886,0.013500954805856022,0.0,0.0,0.005372670385904879,0.0,0.0,0.35714285714285715,0.0,0.0,0.3576598311218335,0.0,0.0,942.3265306122449,10420.387755102041,1883.9854602944704,14288.908383264816
17,58,0.5860344827586211,0.24137931034482757,0.4845546786922213,0.12401352874858809,0.006629607957870136,0.0,0.0,0.005454453158709593,0.0,0.0,0.375,0.0,0.0,0.35879368658399097,0.0,0.0,790.1206896551724,8426.689655172413,1815.6189121295145,13922.51971275904
18,56,0.3510714285714286,0.05357142857142932,0.4766277836691414,0.11983032873806754,0.004015522875816997,0.0,0.0,0.0053702774392429395,0.0,0.0,0.34375,0.0,0.0,0.3579003181336161,0.0,0.0,1228.982142857143,13114.232142857143,1781.1108668781983,13874.973385117752
19,52,0.5817307692307696,0.19230769230769196,0.4821206030150757,0.12361809045225897,0.00884244372990353,0.0,0.0,0.005506629168340682,0.0,0.0,0.375,0.0,0.0,0.3587939698492462,0.0,0.0,771.2115384615385,9072.288461538461,1725.0053486328284,13608.157556030013
20,42,0.7114285714285719,0.1666666666666601,0.49140790742526547,0.1253616200578567,0.007189605389797833,0.0,0.0,0.005583263029878037,0.0,0.0,0.5238095238095238,0.0,0.0,0.36547733847637415,0.0,0.0,921.2619047619048,12750.214285714286,1682.703062113306,13563.002647066029
21,50,0.5444000000000004,0.0999999999999959,0.493845446182153,0.12419503219870946,0.005177858093969907,0.0,0.0,0.0055611843195756475,0.0,0.0,0.45,0.0,0.0,0.3693652253909844,0.0,0.0,1124.42,12817.18,1654.788909007641,13525.711514712728
22,60,0.12199999999999997,-0.24999999999999817,0.474394071490846,0.10462074978203775,0.0011480552070263661,0.0,0.0,0.0052877439166601715,0.0,0.0,0.3125,0.0,0.0,0.3663905841325196,0.0,0.0,1007.4666666666667,12309.983333333334,1623.9640403247374,13467.819696551804
23,55,0.5014545454545457,0.14545454545454153,0.47563227953411014,0.10648918469217727,0.006196360368456444,0.0,0.0,0.0053254156769596,0.0,0.0,0.33636363636363636,0.0,0.0,0.36501663893510816,0.0,0.0,1049.9272727272728,216968.54545454544,1597.871459979398,22717.852685551512
24,40,0.42625,-0.04999999999999757,0.4740418679549117,0.10144927536231657,0.0035978054441864857,0.0,0.0,0.00525237746891,0.0,0.0,0.4375,0.0,0.0,0.3673510466988728,0.0,0.0,1031.0,13150.5,1573.2248747629023,22301.88082965797
25,53,0.6116981132075475,0.15094339622641414,0.4796756756756759,0.10347490347490126,0.008511420320294035,0.0,0.0,0.005359481635505531,0.0,0.0,0.39622641509433965,0.0,0.0,0.36853281853281855,0.0,0.0,1027.7169811320755,9115.88679245283,1550.4953791949513,21752.464411441088
26,44,0.4386363636363637,0.09090909090908923,0.47832710978342063,0.10306198655712998,0.004207543056463913,0.0,0.0,0.005315627852933833,0.0,0.0,0.2897727272727273,0.0,0.0,0.3659447348767737,0.0,0.0,1099.0,16564.204545454544,1532.4355640271533,21544.934016801628
27,58,0.5731034482758625,0.2758620689655126,0.4822619899785256,0.11023622047243863,0.005816272965879756,0.0,0.0,0.005338298799572127,0.0,0.0,0.3620689655172414,0.0,0.0,0.36578382247673585,0.0,0.0,924.0862068965517,9991.793103448275,1509.0375118298225,21100.58244321111
28,58,0.4236206896551727,-0.03448275862069022,0.47992439862542974,0.10446735395188779,0.004435818739844723,0.0,0.0,0.005300355234393979,0.0,0.0,0.41379310344827586,0.0,0.0,0.36769759450171824,0.0,0.0,1235.3620689655172,7910.482758620689,1498.9013843163295,20612.060232670723
29,30,0.20966666666666664,-0.20000000000000023,0.47446464646464664,0.09831649831649611,0.00265849535080305,0.0,0.0,0.005253746924166731,0.0,0.0,0.3416666666666667,0.0,0.0,0.36717171717171715,0.0,0.0,1451.0333333333333,13254.4,1497.191811066937,20349.286652932486
30,57,0.70280701754386,0.2807017543859587,0.4829053177691312,0.1050583657587525,0.006723732796240435,0.0,0.0,0.005316274952166096,0.0,0.0,0.41228070175438597,0.0,0.0,0.36883916990920884,0.0,0.0,732.6666666666666,8357.438596491229,1470.8288750531342,19935.774650986234
31,58,0.45965517241379333,9.721928721832088E-16,0.48206250000000017,0.10124999999999776,0.004991574611495938,0.0,0.0,0.0053043484241003,0.0,0.0,0.375,0.0,0.0,0.3690625,0.0,0.0,895.6034482758621,7854.586206896552,1451.6546941605586,19533.06836951658
32,66,0.49545454545454604,0.060606060606052184,0.48259303721488617,0.09963985594237446,0.007569444444444373,0.0,0.0,0.005369701260276903,0.0,0.0,0.38257575757575757,0.0,0.0,0.36959783913565425,0.0,0.0,980.1515151515151,8556.469696969696,1436.4449141925247,19178.984541369908
33,39,0.6210256410256412,0.12820512820512833,0.4857595307917891,0.10029325513196237,0.010116959064327682,0.0,0.0,0.005444410115498648,0.0,0.0,0.44871794871794873,0.0,0.0,0.3714076246334311,0.0,0.0,1052.4615384615386,8007.948717948718,1424.4454337009315,18829.889671887995
34,43,0.2744186046511628,-0.09302325581395339,0.4805606407322656,0.09553775743706856,0.0030705178246162833,0.0,0.0,0.005385917443545396,0.0,0.0,0.3313953488372093,0.0,0.0,0.3704233409610984,0.0,0.0,1007.953488372093,7288.325581395349,1411.8244656606637,18480.145305509428
35,46,0.432608695652174,7.198348197705499E-16,0.47933110367892995,0.09308807134893862,0.00515945035001295,0.0,0.0,0.00538045212516347,0.0,0.0,0.34782608695652173,0.0,0.0,0.3698439241917503,0.0,0.0,906.7391304347826,8260.173913043478,1396.9690146246085,18179.55791161337
36,48,0.3485416666666667,-0.08333333333333205,0.4759229098805648,0.08849077090119215,0.004728660260033933,0.0,0.0,0.0053663359063668885,0.0,0.0,0.375,0.0,0.0,0.3699782844733985,0.0,0.0,1074.2083333333333,8701.833333333334,1387.7472808734292,17908.76578080537
37,43,0.4446511627906978,-0.04651162790697462,0.4752095490716182,0.08541114058355227,0.003989150844982125,0.0,0.0,0.00532708112801361,0.0,0.0,0.3313953488372093,0.0,0.0,0.36909814323607426,0.0,0.0,1252.6976744186047,12159.279069767443,1383.9959029163506,17749.05781660987
38,59,0.617118644067797,0.10169491525423385,0.47951646090534994,0.08590534979423653,0.006270018942655512,0.0,0.0,0.005358557377803077,0.0,0.0,0.4576271186440678,0.0,0.0,0.3717849794238683,0.0,0.0,1004.8644067796611,11265.237288135593,1373.7491057234672,17573.819423948404
39,44,0.5831818181818185,0.09090909090909016,0.481810865191147,0.08601609657947475,0.009764079147640875,0.0,0.0,0.005424120415201407,0.0,0.0,0.42613636363636365,0.0,0.0,0.37298792756539234,0.0,0.0,1351.5454545454545,12104.613636363636,1373.1647991135196,17429.89295585407
40,44,0.5295454545454548,0.2727272727272603,0.4828444881889765,0.0900590551181079,0.006730213749277799,0.0,0.0,0.005449233828193129,0.0,0.0,0.30113636363636365,0.0,0.0,0.3714320866141732,0.0,0.0,1025.5681818181818,9139.568181818182,1364.252065336716,17217.320525750587
41,45,0.5126666666666669,0.02222222222221548,0.48349061145883504,0.08858931150697878,0.00675944916495728,0.0,0.0,0.005473607901277636,0.0,0.0,0.4222222222222222,0.0,0.0,0.37253249879634087,0.0,0.0,1423.4666666666667,10554.711111111112,1365.7324303699647,17050.7552903846
42,53,0.8364150943396231,0.3018867924528353,0.4922723004694838,0.09389671361502124,0.00866497263487152,0.0,0.0,0.00556018665818222,0.0,0.0,0.5141509433962265,0.0,0.0,0.376056338028169,0.0,0.0,1270.3396226415093,10499.830188679245,1363.4057765229293,16890.976629367397
43,49,0.7377551020408166,0.28571428571428453,0.4977925653969713,0.09821018815970407,0.008466042154566738,0.0,0.0,0.005624526834327212,0.0,0.0,0.5051020408163265,0.0,0.0,0.3789582377237265,0.0,0.0,1144.408163265306,10781.0,1358.1915476358429,16745.500995334838
44,39,0.5828205128205131,0.051282051282050954,0.4992876465284042,0.09738503155996175,0.007668690958164505,0.0,0.0,0.005655468965446814,0.0,0.0,0.44871794871794873,0.0,0.0,0.3801848512173129,0.0,0.0,1071.8461538461538,10261.692307692309,1351.5323524314315,16594.71474678501
45,56,0.4241071428571433,0.035714285714289494,0.49743623570800377,0.0958663148636743,0.006005056890012477,0.0,0.0,0.005662390060519909,0.0,0.0,0.2767857142857143,0.0,0.0,0.3776385224274406,0.0,0.0,1991.357142857143,13508.125,1366.073824941107,16524.564979812625
46,42,0.6361904761904766,0.1428571428571302,0.49995250431778954,0.09671848013816703,0.00738325504282961,0.0,0.0,0.00569301040376031,0.0,0.0,0.42857142857142855,0.0,0.0,0.3785621761658031,0.0,0.0,2886.9523809523807,10432.333333333334,1399.8711261858018,16389.18205433531
47,42,0.604761904761905,0.2857142857142788,0.5018193384223921,0.10008481764206724,0.008388375165125018,0.0,0.0,0.0057325498023409055,0.0,0.0,0.34523809523809523,0.0,0.0,0.37796861747243427,0.0,0.0,1008.9761904761905,9533.285714285714,1391.3734101921148,16240.140829551621
48,59,0.7625423728813564,0.37288135593220434,0.5081836988001658,0.10674389739346074,0.009312771682881277,0.0,0.0,0.005814425766993141,0.0,0.0,0.4025423728813559,0.0,0.0,0.37856847331402566,0.0,0.0,952.7796610169491,9271.661016949152,1382.0416282947706,16091.875301623908
49,51,0.5339215686274512,0.11764705882353406,0.5087155591572126,0.10696920583468186,0.007563888888888747,0.0,0.0,0.005843739963788182,0.0,0.0,0.4019607843137255,0.0,0.0,0.3790518638573744,0.0,0.0,876.2352941176471,9411.058823529413,1371.5039963327472,15952.691624996938
50,52,0.7675000000000005,0.3846153846153665,0.5140555555555558,0.11269841269841026,0.008403874499894442,0.0,0.0,0.005899105630339342,0.0,0.0,0.4230769230769231,0.0,0.0,0.37996031746031744,0.0,0.0,885.0384615384615,10309.576923076924,1361.5761282757212,15837.526018835304
51,51,0.8415686274509808,0.35294117647059414,0.5205523142746017,0.11746402178140573,0.01452453468697133,0.0,0.0,0.006013632830227672,0.0,0.0,0.4803921568627451,0.0,0.0,0.38195254764683,0.0,0.0,1076.2941176470588,8522.313725490196,1355.8704880631478,15691.221772968403
52,42,0.9002380952380956,0.42857142857143093,0.5266551856104098,0.12246460007653817,0.012400787143325974,0.0,0.0,0.006099955673758863,0.0,0.0,0.47023809523809523,0.0,0.0,0.38337160352085725,0.0,0.0,1046.6666666666667,11763.619047619048,1349.807668035766,15614.209954824299
53,49,0.39795918367346966,0.040816326530614386,0.5242862509391438,0.1209616829451519,0.006226053639846852,0.0,0.0,0.006101682318171483,0.0,0.0,0.3112244897959184,0.0,0.0,0.3820435762584523,0.0,0.0,1210.3673469387754,10818.244897959185,1347.1261233992855,15521.979857576893
54,54,0.7003703703703708,0.24074074074075572,0.5277871870397646,0.12334315169366537,0.006729537366548225,0.0,0.0,0.006116738922646279,0.0,0.0,0.4305555555555556,0.0,0.0,0.38300810014727543,0.0,0.0,1224.3703703703704,13719.037037037036,1344.8099771157208,15487.962068510104
55,48,0.5883333333333338,0.33333333333333887,0.5288386396526775,0.1269898697539781,0.008045584045583856,0.0,0.0,0.006145201839722192,0.0,0.0,0.3020833333333333,0.0,0.0,0.3816027496382055,0.0,0.0,1222.7083333333333,11338.166666666666,1342.548835564195,15411.114005513002
56,47,0.483617021276596,0.0851063829787226,0.5280825329064393,0.12628957666310758,0.005449532486214195,0.0,0.0,0.006133213239516923,0.0,0.0,0.3829787234042553,0.0,0.0,0.38162575595873355,0.0,0.0,1312.8297872340424,15208.510638297872,1342.0084892309196,15407.430307927272
57,55,0.18872727272727272,-0.21818181818181145,0.5215701325889744,0.11967899511514159,0.0017120237506185521,0.0,0.0,0.006025167677028246,0.0,0.0,0.2818181818181818,0.0,0.0,0.37971039776692256,0.0,0.0,1210.9272727272728,14976.727272727272,1339.667753221926,15399.739182298701
58,45,0.6740000000000003,0.22222222222221946,0.5239264857437309,0.12126417038818127,0.008730569948186601,0.0,0.0,0.006062527328377787,0.0,0.0,0.45,0.0,0.0,0.38079697698385434,0.0,0.0,1094.9777777777779,14765.355555555556,1335.3749466351867,15388.609644987419
59,56,0.43892857142857167,-0.10714285714285901,0.5223222109875297,0.1169531513313096,0.005359790667248126,0.0,0.0,0.006049946126579115,0.0,0.0,0.39285714285714285,0.0,0.0,0.3810246039770812,0.0,0.0,1465.8214285714287,11211.0,1337.6240239099495,15316.581892487635
60,49,0.7773469387755108,0.2857142857142856,0.5264655172413795,0.11969496021220012,0.015365066559096635,0.0,0.0,0.006139230962553407,0.0,0.0,0.42857142857142855,0.0,0.0,0.3817970822281167,0.0,0.0,1001.7142857142857,9218.020408163266,1331.9306385168027,15213.216443600782
61,39,0.7474358974358979,0.461538461538458,0.5292864157119479,0.12405891980359916,0.012045454545454477,0.0,0.0,0.006193982111049397,0.0,0.0,0.33974358974358976,0.0,0.0,0.3812602291325696,0.0,0.0,1024.3333333333333,10996.051282051281,1326.8040167637448,15142.930357574956
62,46,0.7191304347826093,0.21739130434783344,0.5321025475653017,0.12544340535311055,0.010282872241217643,0.0,0.0,0.006243756432766231,0.0,0.0,0.45652173913043476,0.0,0.0,0.3823766526926798,0.0,0.0,1083.195652173913,11156.58695652174,1322.8104370163705,15077.580465754412
63,53,0.48905660377358534,0.07547169811321049,0.5313792010145849,0.12460367786937095,0.0061950286806881595,0.0,0.0,0.006242996990195773,0.0,0.0,0.37735849056603776,0.0,0.0,0.38229232720355105,0.0,0.0,1233.0,10017.32075471698,1321.3618815806228,14995.963373640905
64,41,0.27585365853658533,-0.048780487804878245,0.5281001564945229,0.12237871674491267,0.0029499217527386074,0.0,0.0,0.00619662859451319,0.0,0.0,0.2621951219512195,0.0,0.0,0.3807511737089202,0.0,0.0,1275.1951219512196,13449.756097560976,1320.6290758722196,14971.420401004716
65,54,0.5922222222222225,0.11111111111110905,0.5291658971991384,0.12219144352108213,0.005508095074061374,0.0,0.0,0.006182253610264069,0.0,0.0,0.4398148148148148,0.0,0.0,0.38173284087411513,0.0,0.0,1321.537037037037,14314.611111111111,1320.6432627654199,14961.157755850129
66,48,0.27541666666666664,0.04166666666666325,0.5254716408856538,0.12101910828025347,0.0023007309432648672,0.0,0.0,0.00610367739798901,0.0,0.0,0.3020833333333333,0.0,0.0,0.38057324840764334,0.0,0.0,1159.625,14729.0625,1318.166058722875,14957.58705960628
67,55,0.4298181818181821,-4.806130241260834E-16,0.5239021479713606,0.11903341288782687,0.004105592219520544,0.0,0.0,0.006063950276243079,0.0,0.0,0.45,0.0,0.0,0.3817124105011933,0.0,0.0,1061.8181818181818,11552.09090909091,1314.2819999818946,14905.988633083321
68,42,0.42619047619047634,0.04761904761905032,0.5226929876252212,0.11814967589864343,0.005583281347473373,0.0,0.0,0.006058687321981091,0.0,0.0,0.3333333333333333,0.0,0.0,0.3811137301119623,0.0,0.0,997.2857142857143,10682.452380952382,1309.550712135683,14842.950778573904
69,53,0.39490566037735875,-0.07547169811320822,0.5207281694226866,0.1151726138671296,0.006373325213154798,0.0,0.0,0.006062177040764618,0.0,0.0,0.3018867924528302,0.0,0.0,0.37989556135770236,0.0,0.0,863.9245283018868,7615.811320754717,1302.997385902833,14736.669315958916
70,61,0.5190163934426233,0.16393442622950924,0.520698403648803,0.11602052451539219,0.0069551845342703845,0.0,0.0,0.006075698006266571,0.0,0.0,0.38114754098360654,0.0,0.0,0.37991733181299886,0.0,0.0,870.5573770491803,8088.918032786885,1296.7301393977075,14640.32509446367
71,52,0.6090384615384618,0.057692307692307446,0.5219887640449441,0.11516853932584152,0.010342913128674363,0.0,0.0,0.006118720859784512,0.0,0.0,0.40865384615384615,0.0,0.0,0.38033707865168537,0.0,0.0,921.9807692307693,7244.423076923077,1291.3765769667511,14534.669351355948
72,58,0.4684482758620691,0.03448275862068834,0.5211304588170264,0.11387506909894851,0.006197536496350364,0.0,0.0,0.006119842382695839,0.0,0.0,0.33189655172413796,0.0,0.0,0.37956053067993367,0.0,0.0,806.4310344827586,9449.655172413793,1284.5463580585258,14463.049433342678
73,51,0.4362745098039219,0.1176470588235397,0.5199509403107117,0.11392750068138355,0.00578372757993219,0.0,0.0,0.006115697180502331,0.0,0.0,0.3333333333333333,0.0,0.0,0.3789179612973562,0.0,0.0,886.8039215686274,8140.686274509804,1279.0221575517216,14375.238833914444
74,53,0.8426415094339628,0.43396226415100186,0.5245459430413759,0.11848468565287462,0.009876160990712453,0.0,0.0,0.006169432181939398,0.0,0.0,0.4386792452830189,0.0,0.0,0.3797689414293391,0.0,0.0,943.8679245283018,9718.132075471698,1274.4310036746886,14311.442850922076
75,38,0.6723684210526321,0.21052631578946823,0.5260398936170216,0.11941489361702104,0.010082872928176768,0.0,0.0,0.0062005197638804735,0.0,0.0,0.34210526315789475,0.0,0.0,0.3793882978723404,0.0,0.0,959.5263157894736,8677.21052631579,1270.175534919483,14235.304576265236
76,42,0.34071428571428575,-0.1428571428571481,0.523992635455024,0.1165176223040502,0.0042274741506648965,0.0,0.0,0.006179802466684855,0.0,0.0,0.3392857142857143,0.0,0.0,0.3789452919516044,0.0,0.0,899.5238095238095,9906.5,1265.2335119142074,14177.587181915032
77,50,0.6794000000000002,0.26000000000000867,0.5260098650051924,0.11838006230529577,0.00825315840621961,0.0,0.0,0.006205940727491016,0.0,0.0,0.385,0.0,0.0,0.3790238836967809,0.0,0.0,830.84,8570.18,1259.5178078100732,14103.80550846878
78,44,0.6415909090909093,0.22727272727273284,0.5273151950718689,0.11960985626283356,0.016995785671281852,0.0,0.0,0.006260555289758119,0.0,0.0,0.32954545454545453,0.0,0.0,0.37846509240246407,0.0,0.0,1063.5454545454545,6524.568181818182,1256.9727123131302,14005.373854875916
79,57,0.35210526315789514,-1.9049089790936897E-15,0.5247887680242856,0.11788515051859333,0.004065221794611975,0.0,0.0,0.006228016452009953,0.0,0.0,0.3684210526315789,0.0,0.0,0.37832026309132305,0.0,0.0,1660.6666666666667,9235.912280701754,1262.148275830483,13944.226911617272
80,49,0.7226530612244904,0.2857142857142863,0.5272113943028488,0.11994002998500736,0.009757508955635017,0.0,0.0,0.006266055672534056,0.0,0.0,0.41836734693877553,0.0,0.0,0.37881059470264866,0.0,0.0,931.1428571428571,9534.897959183674,1257.958333821779,13888.412621080139
81,49,0.6951020408163268,0.10204081632653045,0.5292421624290301,0.11972352505554171,0.0073310374515714385,0.0,0.0,0.006280550144273711,0.0,0.0,0.45918367346938777,0.0,0.0,0.37978276968649716,0.0,0.0,883.8775510204082,10486.163265306122,1253.282324036762,13845.884504132962
82,48,0.2845833333333333,6.3629657098829284E-15,0.5263771651622349,0.11832154183947298,0.0035224342444558064,0.0,0.0,0.006249569144052145,0.0,0.0,0.2552083333333333,0.0,0.0,0.3783239814588924,0.0,0.0,1022.2291666666666,10338.333333333334,1250.4298159210819,13802.581403258891
83,52,0.4694230769230773,0.15384615384615755,0.5256636954950615,0.11876656227415078,0.00570193879934567,0.0,0.0,0.006242861720511307,0.0,0.0,0.34615384615384615,0.0,0.0,0.37792098289568776,0.0,0.0,1489.4615384615386,10324.288461538461,1253.3448369276728,13760.163196652546
84,45,0.5935555555555557,0.15555555555555606,0.52639180171592,0.11916110581506194,0.005381825508765089,0.0,0.0,0.006230806771475385,0.0,0.0,0.4222222222222222,0.0,0.0,0.3783960915157293,0.0,0.0,988.6888888888889,12576.044444444444,1250.1562110476873,13745.896705662086
85,52,0.44557692307692354,0.23076923076923497,0.5254025423728815,0.12052730696798496,0.006313351498637754,0.0,0.0,0.006231652599279074,0.0,0.0,0.2548076923076923,0.0,0.0,0.3768832391713748,0.0,0.0,766.8076923076923,6943.75,1244.4020620150684,13664.918768689919
86,40,0.5805000000000001,0.049999999999998754,0.5259165111940299,0.11986940298507465,0.008947976878612795,0.0,0.0,0.006251191954583746,0.0,0.0,0.3875,0.0,0.0,0.376982276119403,0.0,0.0,806.1,8105.025,1239.2455671678322,13599.508253764154
87,49,0.5577551020408165,0.285714285714278,0.5262762278072401,0.12174314041964486,0.007910274963820869,0.0,0.0,0.006266930619125928,0.0,0.0,0.34183673469387754,0.0,0.0,0.3765851971408808,0.0,0.0,726.204081632653,7068.408163265306,1233.2799684988186,13523.565229456028
88,35,0.7800000000000001,0.48571428571427727,0.5283074107959745,0.12465690759377845,0.01085918854415292,0.0,0.0,0.006298412144382235,0.0,0.0,0.42142857142857143,0.0,0.0,0.37694419030192133,0.0,0.0,871.4857142857143,9002.628571428571,1229.1214138526907,13471.600440283299
89,53,0.3218867924528303,-0.05660377358490406,0.5258350282485877,0.12248587570621458,0.0035211558307532745,0.0,0.0,0.006262198371218026,0.0,0.0,0.3018867924528302,0.0,0.0,0.37604519774011297,0.0,0.0,1098.2264150943397,9808.018867924528,1227.6339706849822,13429.968831506494
90,59,0.8672881355932208,0.27118644067795133,0.5303278322925961,0.12444246208742164,0.010550515463917701,0.0,0.0,0.006317451968035359,0.0,0.0,0.461864406779661,0.0,0.0,0.37717439785905443,0.0,0.0,738.8813559322034,7247.627118644068,1222.1423682720297,13360.504317878827
91,55,0.5010909090909093,0.1090909090909088,0.5299735624586914,0.12425644415069369,0.005634839501124549,0.0,0.0,0.006308696142478365,0.0,0.0,0.34545454545454546,0.0,0.0,0.3767900418594404,0.0,0.0,1367.2181818181818,8712.236363636364,1223.7543217558757,13308.856896165022
92,44,0.8711363636363643,0.3181818181818274,0.5332489635609864,0.12611826314641045,0.012683653209794745,0.0,0.0,0.006358822779441567,0.0,0.0,0.4602272727272727,0.0,0.0,0.37759109753436615,0.0,0.0,1014.1136363636364,7546.409090909091,1221.4505779603567,13245.533293909462
93,46,0.2554347826086956,-0.13043478260869776,0.5304882263987903,0.1235688053575284,0.004091225626740962,0.0,0.0,0.006342003248958545,0.0,0.0,0.2608695652173913,0.0,0.0,0.3764311946424714,0.0,0.0,677.4565217391304,7327.108695652174,1215.537599088387,13181.20259175449
94,51,0.5486274509803923,0.1568627450980411,0.5306858974358976,0.12393162393162374,0.005829166666666787,0.0,0.0,0.006335723633358074,0.0,0.0,0.4166666666666667,0.0,0.0,0.3768696581196581,0.0,0.0,702.4901960784314,7494.705882352941,1210.0209603463443,13120.057465846949
95,49,0.30224489795918363,-5.743704831479126E-16,0.5283188834848807,0.1226474941848169,0.00368774900398407,0.0,0.0,0.00630887057878828,0.0,0.0,0.27040816326530615,0.0,0.0,0.3757665468386551,0.0,0.0,668.2448979591836,7262.755102040816,1204.257385214566,13057.745738572414
96,58,0.518448275862069,0.06896551724138149,0.5281992897430543,0.12199707541257555,0.004680155642023426,0.0,0.0,0.006282868090308663,0.0,0.0,0.3706896551724138,0.0,0.0,0.3757050344683518,0.0,0.0,712.6206896551724,8231.741379310344,1199.0822621034147,13006.945692685445
